district,sector,candidate_aspiration,industry_size,organization_count,dsdp,mssds_trained,inference,pdf_page,source_batch,dsdp_training,mssds_trained_2022_23,projected_training,projection_available,projection_value_is_zero,projection_matched
Akola,Electronics,639.0,50.0,3.0,,,,48,batch2_akola_to_bhandara.csv,180.0,180.0,180.0,True,False,True
Akola,Food Processing,119.0,15.0,1.0,,,,49,batch2_akola_to_bhandara.csv,120.0,913.0,,,,False
Akola,Green Jobs,80.0,,,,,,49,batch2_akola_to_bhandara.csv,30.0,,0.0,True,True,True
Akola,Healthcare,761.0,2.0,2.0,,,,49,batch2_akola_to_bhandara.csv,180.0,30.0,,,,False
Akola,Iron & Steel,44.0,270.0,2.0,,,,49,batch2_akola_to_bhandara.csv,,,,,,False
Akola,IT/ITeS,732.0,67.0,7.0,,,,49,batch2_akola_to_bhandara.csv,120.0,170.0,0.0,True,True,True
Akola,Logistics,18.0,,,,,,49,batch2_akola_to_bhandara.csv,60.0,90.0,,,,False
Akola,Management,324.0,170.0,4.0,,,,50,batch2_akola_to_bhandara.csv,60.0,,,,,False
Akola,Plumbing,62.0,,,,,,50,batch2_akola_to_bhandara.csv,60.0,30.0,,,,False
Akola,Power,147.0,,,,,,50,batch2_akola_to_bhandara.csv,60.0,55.0,,,,False
Akola,Telecom,78.0,40.0,1.0,,,,50,batch2_akola_to_bhandara.csv,30.0,120.0,60.0,True,False,True
Akola,Textile,50.0,,,,,,50,batch2_akola_to_bhandara.csv,60.0,,,,,False
Akola,Tourism & Hospitality,70.0,,1.0,,,,50,batch2_akola_to_bhandara.csv,90.0,1606.0,,,,False
Amravati,Agriculture,188.0,45.0,4.0,,,,57,batch2_akola_to_bhandara.csv,1560.0,0.0,840.0,True,False,True
Amravati,Apparel,97.0,21.0,2.0,,,,57,batch2_akola_to_bhandara.csv,1020.0,285.0,,,,False
Amravati,Automotive,134.0,2885.0,6.0,,,,57,batch2_akola_to_bhandara.csv,390.0,90.0,,,,False
Amravati,Beauty & Wellness,148.0,0.0,1.0,,,,57,batch2_akola_to_bhandara.csv,360.0,180.0,,,,False
Amravati,BFSI,455.0,2926.0,8.0,,,,58,batch2_akola_to_bhandara.csv,60.0,,,,,False
Amravati,Capital Goods,6.0,36.0,2.0,,,,58,batch2_akola_to_bhandara.csv,300.0,,,,,False
Amravati,Construction,195.0,32.0,3.0,,,,58,batch2_akola_to_bhandara.csv,1320.0,,360.0,True,False,True
Amravati,Electronics,298.0,29.0,2.0,,,,58,batch2_akola_to_bhandara.csv,360.0,90.0,60.0,True,False,True
Amravati,Food Processing,65.0,,,,,,59,batch2_akola_to_bhandara.csv,450.0,450.0,,,,False
Amravati,Furniture & Fittings,15.0,14.0,1.0,,,,59,batch2_akola_to_bhandara.csv,120.0,0.0,,,,False
Amravati,Green Jobs,48.0,179.0,2.0,,,,59,batch2_akola_to_bhandara.csv,270.0,60.0,0.0,True,True,True
Amravati,Handicraft & Carpet,17.0,,,,,,59,batch2_akola_to_bhandara.csv,240.0,,,,,False
Amravati,Healthcare,283.0,219.0,7.0,,,,60,batch2_akola_to_bhandara.csv,570.0,0.0,,,,False
Amravati,Infrastructure,9.0,37.0,1.0,,,,60,batch2_akola_to_bhandara.csv,180.0,,,,,False
Amravati,Iron & Steel,32.0,250.0,1.0,,,,60,batch2_akola_to_bhandara.csv,300.0,,,,,False
Amravati,IT/ITeS,966.0,55.0,9.0,,,,60,batch2_akola_to_bhandara.csv,1050.0,202.0,0.0,True,True,True
Amravati,Life Science,67.0,3.0,3.0,,,,61,batch2_akola_to_bhandara.csv,60.0,,,,,False
Amravati,Logistics,12.0,1.0,2.0,,,,61,batch2_akola_to_bhandara.csv,330.0,90.0,,,,False
Amravati,Management,254.0,170.0,4.0,,,,61,batch2_akola_to_bhandara.csv,420.0,,,,,False
Amravati,Media & Entertainment,85.0,,,,,,61,batch2_akola_to_bhandara.csv,120.0,,,,,False
Amravati,Paints & Coatings,7.0,,,,,,62,batch2_akola_to_bhandara.csv,60.0,,,,,False
Amravati,Persons with Disability,,,,,,,62,batch2_akola_to_bhandara.csv,120.0,100.0,,,,False
Amravati,Plumbing,15.0,,,,,,62,batch2_akola_to_bhandara.csv,90.0,,,,,False
Amravati,Power,92.0,,,,,,62,batch2_akola_to_bhandara.csv,60.0,60.0,,,,False
Amravati,Retail,,,,,,,62,batch2_akola_to_bhandara.csv,300.0,,180.0,True,False,True
Amravati,Telecom,39.0,40.0,1.0,,,,63,batch2_akola_to_bhandara.csv,390.0,300.0,0.0,True,True,True
Amravati,Textile,31.0,200.0,1.0,,,,63,batch2_akola_to_bhandara.csv,630.0,,,,,False
Amravati,Tourism & Hospitality,65.0,,1.0,,,,63,batch2_akola_to_bhandara.csv,480.0,30.0,,,,False
Chhatrapati Sambhajinagar,Aerospace & Aviation,88.0,45.0,1.0,,,,69,batch2_akola_to_bhandara.csv,60.0,,,False,True,False
Chhatrapati Sambhajinagar,Agriculture,142.0,37.0,2.0,,,,69,batch2_akola_to_bhandara.csv,1643.0,60.0,90.0,True,False,True
Chhatrapati Sambhajinagar,Automotive,172.0,6146.0,30.0,,,,69,batch2_akola_to_bhandara.csv,980.0,20.0,,,,False
Chhatrapati Sambhajinagar,BFSI,212.0,3120.0,7.0,,,,70,batch2_akola_to_bhandara.csv,150.0,,,,,False
Chhatrapati Sambhajinagar,Capital Goods,36.0,2150.0,18.0,,,,70,batch2_akola_to_bhandara.csv,680.0,207.0,,,,False
Chhatrapati Sambhajinagar,Construction,161.0,200.0,1.0,,,,70,batch2_akola_to_bhandara.csv,180.0,,300.0,True,False,True
Chhatrapati Sambhajinagar,Domestic Workers,11.0,,,,,,70,batch2_akola_to_bhandara.csv,60.0,,,,,False
Chhatrapati Sambhajinagar,Electronics,314.0,284.0,5.0,,,,70,batch2_akola_to_bhandara.csv,640.0,90.0,210.0,True,False,True
Chhatrapati Sambhajinagar,Food Processing,52.0,483.0,6.0,,,,70,batch2_akola_to_bhandara.csv,240.0,,,,,False
Chhatrapati Sambhajinagar,Green Jobs,29.0,,1.0,,,,71,batch2_akola_to_bhandara.csv,90.0,30.0,0.0,True,True,True
Chhatrapati Sambhajinagar,Healthcare,348.0,76.0,2.0,,,,71,batch2_akola_to_bhandara.csv,120.0,,,,,False
Chhatrapati Sambhajinagar,Hydrocarbon,4.0,50.0,2.0,,,,71,batch2_akola_to_bhandara.csv,130.0,,,,,False
Chhatrapati Sambhajinagar,Iron & Steel,31.0,479.0,4.0,,,,71,batch2_akola_to_bhandara.csv,,,,,,False
Chhatrapati Sambhajinagar,IT/ITeS,1742.0,17.0,5.0,,,,71,batch2_akola_to_bhandara.csv,420.0,,0.0,True,True,True
Chhatrapati Sambhajinagar,Leather,3.0,878.0,6.0,,,,71,batch2_akola_to_bhandara.csv,,,,,,False
Chhatrapati Sambhajinagar,Life Science,132.0,531.0,4.0,,,,71,batch2_akola_to_bhandara.csv,150.0,50.0,,,,False
Chhatrapati Sambhajinagar,Logistics,6.0,999.0,4.0,,,,72,batch2_akola_to_bhandara.csv,40.0,29.0,,,,False
Chhatrapati Sambhajinagar,Management,264.0,1259.0,10.0,,,,72,batch2_akola_to_bhandara.csv,180.0,,,,,False
Chhatrapati Sambhajinagar,Paints & Coatings,10.0,1280.0,7.0,,,,72,batch2_akola_to_bhandara.csv,270.0,,,,,False
Chhatrapati Sambhajinagar,Plumbing,17.0,,,,,,72,batch2_akola_to_bhandara.csv,150.0,,,,,False
Chhatrapati Sambhajinagar,Power,46.0,,,,,,72,batch2_akola_to_bhandara.csv,210.0,90.0,,,,False
Chhatrapati Sambhajinagar,Retail,,,,,,,73,batch2_akola_to_bhandara.csv,90.0,,150.0,True,False,True
Chhatrapati Sambhajinagar,Rubber,1.0,36.0,2.0,,,,73,batch2_akola_to_bhandara.csv,1620.0,,,,,False
Chhatrapati Sambhajinagar,Telecom,25.0,,,,,,73,batch2_akola_to_bhandara.csv,170.0,120.0,0.0,True,True,True
Chhatrapati Sambhajinagar,Textile,4.0,480.0,2.0,,,,73,batch2_akola_to_bhandara.csv,60.0,,,,,False
Chhatrapati Sambhajinagar,Tourism & Hospitality,39.0,1667.0,1.0,,,,73,batch2_akola_to_bhandara.csv,330.0,628.0,,,,False
Beed,Agriculture,354.0,186.0,11.0,,,,80,batch2_akola_to_bhandara.csv,180.0,,300.0,True,False,True
Beed,Apparel,78.0,20.0,1.0,,,,80,batch2_akola_to_bhandara.csv,330.0,330.0,,,,False
Beed,Automotive,88.0,2056.0,5.0,,,,80,batch2_akola_to_bhandara.csv,180.0,90.0,,,,False
Beed,Beauty & Wellness,85.0,,1.0,,,,80,batch2_akola_to_bhandara.csv,30.0,90.0,,,,False
Beed,BFSI,173.0,700.0,5.0,,,,81,batch2_akola_to_bhandara.csv,120.0,,,,,False
Beed,Capital Goods,21.0,181.0,6.0,,,,81,batch2_akola_to_bhandara.csv,60.0,60.0,,,,False
Beed,Construction,122.0,28.0,4.0,,,,81,batch2_akola_to_bhandara.csv,90.0,,300.0,True,False,True
Beed,Electronics,338.0,22.0,2.0,,,,81,batch2_akola_to_bhandara.csv,510.0,494.0,0.0,True,True,True
Beed,Food Processing,116.0,755.0,7.0,,,,82,batch2_akola_to_bhandara.csv,,60.0,,,,False
Beed,Green Jobs,76.0,,,,,,82,batch2_akola_to_bhandara.csv,,,0.0,True,True,True
Beed,Iron & Steel,15.0,285.0,3.0,,,,82,batch2_akola_to_bhandara.csv,,,,,,False
Beed,IT/ITeS,387.0,,3.0,,,,82,batch2_akola_to_bhandara.csv,240.0,75.0,0.0,True,True,True
Beed,Logistics,8.0,,,,,,82,batch2_akola_to_bhandara.csv,90.0,83.0,,,,False
Beed,Media & Entertainment,126.0,10.0,1.0,,,,82,batch2_akola_to_bhandara.csv,220.0,345.0,,,,False
Beed,Telecom,12.0,2.0,1.0,,,,83,batch2_akola_to_bhandara.csv,130.0,180.0,0.0,True,True,True
Beed,Textile,6.0,59.0,7.0,,,,83,batch2_akola_to_bhandara.csv,60.0,,,,,False
Beed,Tourism & Hospitality,15.0,,,,,,83,batch2_akola_to_bhandara.csv,260.0,263.0,,,,False
Bhandara,Agriculture,489.0,74.0,3.0,,,,90,batch2_akola_to_bhandara.csv,660.0,,160.0,True,False,True
Bhandara,Apparel,135.0,,1.0,,,,90,batch2_akola_to_bhandara.csv,300.0,400.0,,,,False
Bhandara,Automotive,178.0,3215.0,5.0,,,,90,batch2_akola_to_bhandara.csv,90.0,30.0,,,,False
Bhandara,Beauty & Wellness,259.0,,1.0,,,,91,batch2_akola_to_bhandara.csv,60.0,51.0,,,,False
Bhandara,BFSI,364.0,700.0,6.0,,,,91,batch2_akola_to_bhandara.csv,60.0,,,,,False
Bhandara,Capital Goods,41.0,325.0,4.0,,,,91,batch2_akola_to_bhandara.csv,120.0,119.0,,,,False
Bhandara,Construction,164.0,23.0,1.0,,,,91,batch2_akola_to_bhandara.csv,120.0,,292.0,True,False,True
Bhandara,Electronics,568.0,1.0,2.0,,,,91,batch2_akola_to_bhandara.csv,270.0,233.0,0.0,True,True,True
Bhandara,Food Processing,99.0,1.0,1.0,,,,92,batch2_akola_to_bhandara.csv,60.0,,,,,False
Bhandara,Green Jobs,90.0,,,,,,92,batch2_akola_to_bhandara.csv,,,0.0,True,True,True
Bhandara,Healthcare,290.0,10.0,2.0,,,,92,batch2_akola_to_bhandara.csv,180.0,20.0,,,,False
Bhandara,Iron & Steel,74.0,1300.0,2.0,,,,92,batch2_akola_to_bhandara.csv,,,,,,False
Bhandara,IT/ITeS,368.0,6.0,3.0,,,,92,batch2_akola_to_bhandara.csv,120.0,180.0,0.0,True,True,True
Bhandara,Life Science,72.0,159.0,1.0,,,,93,batch2_akola_to_bhandara.csv,,,,,,False
Bhandara,Management,220.0,158.0,3.0,,,,93,batch2_akola_to_bhandara.csv,150.0,,,,,False
Bhandara,Media & Entertainment,40.0,,,,,,93,batch2_akola_to_bhandara.csv,120.0,450.0,,,,False
Bhandara,Plumbing,36.0,,,,,,93,batch2_akola_to_bhandara.csv,60.0,30.0,,,,False
Bhandara,Retail,,,,,,,93,batch2_akola_to_bhandara.csv,60.0,,0.0,True,True,True
Bhandara,Sports,112.0,,,,,,93,batch2_akola_to_bhandara.csv,60.0,20.0,,,,False
Buldhana,Agriculture,284.0,291.0,15.0,,,,100,batch3_buldhana_to_hingoli.csv,850.0,30.0,510.0,True,False,True
Buldhana,Apparel,126.0,,,,,,100,batch3_buldhana_to_hingoli.csv,300.0,380.0,,,,False
Buldhana,Automotive,92.0,769.0,6.0,,,,100,batch3_buldhana_to_hingoli.csv,90.0,75.0,,,,False
Buldhana,Beauty & Wellness,163.0,516.0,2.0,,,,100,batch3_buldhana_to_hingoli.csv,120.0,119.0,,,,False
Buldhana,BFSI,302.0,2920.0,6.0,,,,101,batch3_buldhana_to_hingoli.csv,180.0,,,,,False
Buldhana,Capital Goods,14.0,92.0,6.0,,,,101,batch3_buldhana_to_hingoli.csv,1459.0,,,,,False
Buldhana,Electronics,393.0,146.0,3.0,,,,101,batch3_buldhana_to_hingoli.csv,0.0,320.0,340.0,True,False,True
Buldhana,Green Jobs,66.0,,,,,,101,batch3_buldhana_to_hingoli.csv,,,0.0,True,True,True
Buldhana,Healthcare,464.0,,,,,,102,batch3_buldhana_to_hingoli.csv,60.0,,,,,False
Buldhana,Iron & Steel,48.0,253.0,2.0,,,,102,batch3_buldhana_to_hingoli.csv,,,,,,False
Buldhana,IT/ITeS,485.0,5.0,5.0,,,,102,batch3_buldhana_to_hingoli.csv,210.0,173.0,0.0,True,True,True
Buldhana,Logistics,2.0,,1.0,,,,102,batch3_buldhana_to_hingoli.csv,150.0,,,,,False
Buldhana,Management,162.0,199.0,10.0,,,,103,batch3_buldhana_to_hingoli.csv,,,,,,False
Buldhana,Media & Entertainment,65.0,,,,,,103,batch3_buldhana_to_hingoli.csv,180.0,120.0,,,,False
Buldhana,Persons with Disability,,,,,,,103,batch3_buldhana_to_hingoli.csv,60.0,,,,,False
Buldhana,Plumbing,,,,,,,103,batch3_buldhana_to_hingoli.csv,60.0,49.0,,,,False
Buldhana,Retail,,,,,,,103,batch3_buldhana_to_hingoli.csv,150.0,,0.0,True,True,True
Buldhana,Rubber,2.0,50.0,1.0,,,,104,batch3_buldhana_to_hingoli.csv,,,,,,False
Buldhana,Telecom,15.0,40.0,1.0,,,,104,batch3_buldhana_to_hingoli.csv,150.0,150.0,0.0,True,True,True
Buldhana,Tourism & Hospitality,126.0,,1.0,,,,104,batch3_buldhana_to_hingoli.csv,210.0,524.0,,,,False
Chandrapur,Aerospace & Aviation,92.0,,,,,,110,batch3_buldhana_to_hingoli.csv,,,,False,True,False
Chandrapur,Agriculture,286.0,37.0,5.0,,,,110,batch3_buldhana_to_hingoli.csv,300.0,,230.0,True,False,True
Chandrapur,Automotive,176.0,2832.0,11.0,,,,111,batch3_buldhana_to_hingoli.csv,360.0,49.0,,,,False
Chandrapur,Beauty & Wellness,269.0,,1.0,,,,111,batch3_buldhana_to_hingoli.csv,180.0,270.0,,,,False
Chandrapur,BFSI,263.0,3111.0,8.0,,,,111,batch3_buldhana_to_hingoli.csv,,,,,,False
Chandrapur,Construction,406.0,88.0,3.0,,,,111,batch3_buldhana_to_hingoli.csv,90.0,,630.0,True,False,True
Chandrapur,Electronics,448.0,29.0,2.0,,,,112,batch3_buldhana_to_hingoli.csv,90.0,342.0,0.0,True,True,True
Chandrapur,Green Jobs,69.0,,,,,,112,batch3_buldhana_to_hingoli.csv,120.0,150.0,0.0,True,True,True
Chandrapur,Handicraft & Carpet,33.0,,,,,,112,batch3_buldhana_to_hingoli.csv,120.0,,,,,False
Chandrapur,Iron & Steel,51.0,254.0,2.0,,,,112,batch3_buldhana_to_hingoli.csv,360.0,,,,,False
Chandrapur,Logistics,19.0,,,,,,112,batch3_buldhana_to_hingoli.csv,90.0,,,,,False
Chandrapur,Management,99.0,158.0,3.0,,,,113,batch3_buldhana_to_hingoli.csv,210.0,,,,,False
Chandrapur,Mining,62.0,,,,,,113,batch3_buldhana_to_hingoli.csv,1100.0,,,,,False
Chandrapur,Paints & Coatings,12.0,,,,,,113,batch3_buldhana_to_hingoli.csv,120.0,,,,,False
Chandrapur,Power,148.0,,,,,,113,batch3_buldhana_to_hingoli.csv,90.0,118.0,,,,False
Dhule,Agriculture,105.0,56.0,3.0,,,,123,batch3_buldhana_to_hingoli.csv,750.0,368.0,400.0,True,False,True
Dhule,Apparel,84.0,1.0,2.0,,,,123,batch3_buldhana_to_hingoli.csv,780.0,368.0,,,,False
Dhule,Automotive,80.0,663.0,3.0,,,,123,batch3_buldhana_to_hingoli.csv,330.0,60.0,,,,False
Dhule,Beauty & Wellness,134.0,0.0,1.0,,,,123,batch3_buldhana_to_hingoli.csv,240.0,250.0,,,,False
Dhule,BFSI,216.0,2920.0,6.0,,,,123,batch3_buldhana_to_hingoli.csv,150.0,61.0,,,,False
Dhule,Capital Goods,10.0,,,,,,124,batch3_buldhana_to_hingoli.csv,570.0,232.0,,,,False
Dhule,Construction,98.0,23.0,1.0,,,,124,batch3_buldhana_to_hingoli.csv,270.0,,300.0,True,False,True
Dhule,Electronics,139.0,1.0,1.0,,,,124,batch3_buldhana_to_hingoli.csv,1290.0,1052.0,0.0,True,True,True
Dhule,Food Processing,105.0,504.0,2.0,,,,124,batch3_buldhana_to_hingoli.csv,360.0,120.0,,,,False
Dhule,Green Jobs,22.0,,,,,,124,batch3_buldhana_to_hingoli.csv,120.0,60.0,0.0,True,True,True
Dhule,Healthcare,269.0,,,,,,125,batch3_buldhana_to_hingoli.csv,780.0,,,,,False
Dhule,Iron & Steel,7.0,250.0,1.0,,,,125,batch3_buldhana_to_hingoli.csv,,,,,,False
Dhule,IT/ITeS,678.0,4.0,2.0,,,,125,batch3_buldhana_to_hingoli.csv,450.0,120.0,0.0,True,True,True
Dhule,Life Science,129.0,,,,,,125,batch3_buldhana_to_hingoli.csv,270.0,30.0,,,,False
Dhule,Logistics,4.0,,,,,,125,batch3_buldhana_to_hingoli.csv,240.0,120.0,,,,False
Dhule,Management,73.0,1058.0,3.0,,,,126,batch3_buldhana_to_hingoli.csv,90.0,90.0,,,,False
Dhule,Media & Entertainment,98.0,,,,,,126,batch3_buldhana_to_hingoli.csv,420.0,540.0,,,,False
Dhule,Paints & Coatings,6.0,,,,,,126,batch3_buldhana_to_hingoli.csv,60.0,,,,,False
Dhule,Plumbing,10.0,,,,,,126,batch3_buldhana_to_hingoli.csv,90.0,30.0,,,,False
Dhule,Power,65.0,,,,,,126,batch3_buldhana_to_hingoli.csv,150.0,90.0,,,,False
Dhule,Retail,,,,,,,127,batch3_buldhana_to_hingoli.csv,120.0,,0.0,True,True,True
Dhule,Sports,64.0,,,,,,127,batch3_buldhana_to_hingoli.csv,60.0,,,,,False
Dhule,Telecom,7.0,,,,,,127,batch3_buldhana_to_hingoli.csv,120.0,390.0,0.0,True,True,True
Dhule,Textile,12.0,,1.0,,,,127,batch3_buldhana_to_hingoli.csv,630.0,150.0,,,,False
Dhule,Tourism & Hospitality,17.0,,,,,,127,batch3_buldhana_to_hingoli.csv,90.0,450.0,,,,False
Gadchiroli,Agriculture,142.0,26.0,3.0,,,,134,batch3_buldhana_to_hingoli.csv,600.0,202.0,1561.0,True,False,True
Gadchiroli,Apparel,83.0,,,,,,134,batch3_buldhana_to_hingoli.csv,180.0,143.0,,,,False
Gadchiroli,Automotive,28.0,1450.0,4.0,,,,134,batch3_buldhana_to_hingoli.csv,330.0,163.0,,,,False
Gadchiroli,Beauty & Wellness,71.0,,1.0,,,,134,batch3_buldhana_to_hingoli.csv,30.0,56.0,,,,False
Gadchiroli,BFSI,51.0,2920.0,6.0,,,,135,batch3_buldhana_to_hingoli.csv,,,,,,False
Gadchiroli,Capital Goods,3.0,27.0,1.0,,,,135,batch3_buldhana_to_hingoli.csv,60.0,60.0,,,,False
Gadchiroli,Electronics,116.0,1.0,2.0,,,,135,batch3_buldhana_to_hingoli.csv,210.0,60.0,0.0,True,True,True
Gadchiroli,Furniture & Fittings,4.0,3.0,1.0,,,,135,batch3_buldhana_to_hingoli.csv,60.0,30.0,,,,False
Gadchiroli,Green Jobs,23.0,,,,,,135,batch3_buldhana_to_hingoli.csv,,,0.0,True,True,True
Gadchiroli,Iron & Steel,16.0,250.0,1.0,,,,136,batch3_buldhana_to_hingoli.csv,,,,,,False
Gadchiroli,IT/ITeS,86.0,,1.0,,,,136,batch3_buldhana_to_hingoli.csv,450.0,232.0,0.0,True,True,True
Gadchiroli,Logistics,2.0,,,,,,136,batch3_buldhana_to_hingoli.csv,120.0,,,,,False
Gadchiroli,Management,38.0,183.0,4.0,,,,136,batch3_buldhana_to_hingoli.csv,60.0,50.0,,,,False
Gadchiroli,Power,19.0,,,,,,137,batch3_buldhana_to_hingoli.csv,120.0,111.0,,,,False
Gadchiroli,Tourism & Hospitality,26.0,8.0,1.0,,,,137,batch3_buldhana_to_hingoli.csv,,270.0,,,,False
Gondia,Agriculture,88.0,37.0,2.0,,,,145,batch3_buldhana_to_hingoli.csv,420.0,,0.0,True,True,True
Gondia,Apparel,12.0,,,,,,145,batch3_buldhana_to_hingoli.csv,150.0,1303.0,,,,False
Gondia,Automotive,93.0,3215.0,4.0,,,,146,batch3_buldhana_to_hingoli.csv,240.0,53.0,,,,False
Gondia,Beauty & Wellness,12.0,,1.0,,,,146,batch3_buldhana_to_hingoli.csv,150.0,470.0,,,,False
